caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,term,naturalCourt,chief,docket,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
1986-050,1986-050-01,1986-050-01-01,1986-050-01-01-01,3/9/1987,1,1986,1601,Rehnquist,85-1449,12/8/1986,,3,34,174,,1,,,0,91,,21,,0,10,3,2,1,4,0,1,0,0,20400,2,1,0,7,,,,,101,102,1,5,4
1986-051,1986-051-01,1986-051-01-01,1986-051-01-01-01,3/9/1987,1,1986,1601,Rehnquist,85-782,10/7/1986,,368,,106,,1,7,,0,29,,29,,0,3,4,2,1,2,0,0,0,0,20110,2,2,0,4,,3,344,,103,92,1,6,3
1986-052,1986-052-01,1986-052-01-01,1986-052-01-01-01,3/9/1987,1,1986,1601,Rehnquist,85-1092,11/10/1986,,132,,19,45,1,117,45,0,111,,23,,0,12,2,2,1,2,0,0,0,0,40070,4,2,0,2,,2,211,,103,92,1,5,4
1986-053,1986-053-01,1986-053-01-01,1986-053-01-01-01,3/23/1987,2,1986,1601,Rehnquist,86-5504,,,100,,27,,1,,,0,96,,22,,0,12,3,1,1,3,0,1,0,0,10570,1,2,0,4,,3,339,,,102,1,8,0
1986-054,1986-054-01,1986-054-01-01,1986-054-01-01-01,3/23/1987,2,1986,1601,Rehnquist,86-5530,,,126,,28,48,1,,,0,302,48,300,48,0,12,,1,1,3,0,1,0,0,10040,1,2,0,7,,5,501,,,92,1,6,3
1986-055,1986-055-01,1986-055-01-01,1986-055-01-01-01,3/24/1987,1,1986,1601,Rehnquist,85-1239,1/12/1987,,198,,3,2,1,26,,0,44,,29,,0,12,4,2,1,4,0,1,0,0,80130,8,1,0,4,,6,600,16 U.S.C. § 3120,95,102,1,9,0
1986-056,1986-056-01,1986-056-01-01,1986-056-01-01-01,3/24/1987,1,1986,1601,Rehnquist,85-1140,12/1/1986,,231,,145,,1,,,0,49,,29,,0,10,3,2,1,7,1,0,0,0,80050,8,2,0,4,,3,329,,103,102,1,9,0
1986-057,1986-057-01,1986-057-01-01,1986-057-01-01-01,3/24/1987,1,1986,1601,Rehnquist,85-1200,12/2/1986,,4,6,187,,2,4,,0,50,,29,,0,,3,2,1,4,0,1,0,0,80130,8,1,0,4,,6,600,28 U.S.C. § 1254,104,102,1,5,4
1986-058,1986-058-01,1986-058-01-01,1986-058-01-01-01,3/24/1987,6,1986,1601,Rehnquist,85-1672,3/4/1987,,27,,501,,1,,,0,,,,,0,12,,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,102,1,9,0
1986-059,1986-059-01,1986-059-01-01,1986-059-01-01-01,3/24/1987,1,1986,1601,Rehnquist,85-1129,11/12/1986,,8,6,5,6,1,32,,0,50,,29,,0,12,3,2,1,2,0,0,0,0,20070,2,2,0,4,,3,384,,92,92,1,6,3
1986-060,1986-060-01,1986-060-01-01,1986-060-01-01-01,3/24/1987,1,1986,1601,Rehnquist,85-920,12/1/1986,,104,,371,,1,71,,0,55,,32,,0,11,3,3,1,2,0,0,0,0,130010,13,3,0,4,,6,600,49 U.S.C. § 1552,100,102,1,9,0
1986-061,1986-061-01,1986-061-01-01,1986-061-01-01-01,3/24/1987,6,1986,1601,Rehnquist,85-303,11/12/1986,,28,30,501,,1,,,0,,,,,0,12,,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,102,1,9,0
1986-062,1986-062-01,1986-062-01-01,1986-062-01-01-01,3/24/1987,6,1986,1601,Rehnquist,85-1656,3/3/1987,,28,51,501,,1,,,0,,,,,0,12,,1,1,9,0,0,0,0,90150,9,1,0,3,,5,508,,,102,1,9,0
1986-063,1986-063-01,1986-063-01-01,1986-063-01-01-01,3/31/1987,1,1986,1601,Rehnquist,85-1940,2/23/1987,,27,,170,,1,26,,0,105,,30,,1,12,2,1,1,4,0,1,0,0,40070,4,2,0,1,,2,211,,102,102,1,9,0
1986-064,1986-064-01,1986-064-01-01,1986-064-01-01-01,3/31/1987,7,1986,1601,Rehnquist,85-530,10/15/1986,,19,6,8,6,1,,,0,50,,29,,0,12,6,2,1,4,0,1,0,0,10050,1,1,0,1,,2,205,,104,102,1,5,4
1986-065,1986-065-01,1986-065-01-01,1986-065-01-01-01,4/6/1987,1,1986,1601,Rehnquist,85-1798,1/12/1987,,198,,198,,2,,,0,96,,22,,0,,2,2,1,4,0,1,0,0,90090,9,1,0,7,,5,500,,101,102,1,9,0
1986-066,1986-066-01,1986-066-01-01,1986-066-01-01-01,4/6/1987,1,1986,1601,Rehnquist,85-1804,2/25/1987,,145,,151,,1,,,0,92,,23,,0,2,2,2,1,4,0,1,0,0,70060,7,1,0,4,,4,400,,103,102,1,9,0
1986-067,1986-067-01,1986-067-01-01,1986-067-01-01-01,4/6/1987,1,1986,1601,Rehnquist,85-1043,1/21/1987,,146,,145,,1,,,0,85,,25,,0,12,3,1,1,3,0,1,0,0,100020,10,2,0,4,,3,323,,104,102,1,9,0
1986-068,1986-068-01,1986-068-01-01,1986-068-01-01-01,4/6/1987,1,1986,1601,Rehnquist,85-686,1/21/1987,,146,,145,,1,,,0,81,,26,,0,2,3,1,1,3,0,1,0,0,100020,10,2,0,4,,3,323,,104,102,1,9,0
1986-069,1986-069-01,1986-069-01-01,1986-069-01-01-01,4/21/1987,1,1986,1601,Rehnquist,86-71,3/2/1987,,196,,197,,2,,,0,66,,27,,0,,2,1,1,3,0,1,0,0,80110,8,2,0,2,,1,111,,101,102,1,6,3
1986-070,1986-070-01,1986-070-01-01,1986-070-01-01-01,4/21/1987,1,1986,1601,Rehnquist,85-1613,1/12/1987,,19,60,185,,1,27,,0,96,,22,,0,12,3,2,1,3,0,1,0,0,10370,1,1,0,4,3,4,401,,103,102,1,5,3
1986-071,1986-071-01,1986-071-01-01,1986-071-01-01-01,4/21/1987,1,1986,1601,Rehnquist,85-6790,2/24/1987,,215,,28,17,1,,,0,67,,27,,0,2,2,1,1,5,0,1,0,0,90040,9,2,0,3,7,,,,103,102,1,9,0
1986-072,1986-072-01,1986-072-01-01,1986-072-01-01-01,4/21/1987,1,1986,1601,Rehnquist,84-6075,11/3/1986,,126,,28,4,1,,,0,302,4,300,4,1,11,2,2,1,5,0,1,0,0,10130,1,1,0,2,,2,221,,104,102,1,5,4
1986-073,1986-073-01,1986-073-01-01,1986-073-01-01-01,4/21/1987,1,1986,1601,Rehnquist,85-5939,12/1/1986,,100,,28,37,1,,,0,302,37,300,37,0,11,2,1,1,4,0,1,0,0,10270,1,2,0,2,,2,213,,105,92,1,5,4
1986-074,1986-074-01,1986-074-01-01,1986-074-01-01-01,4/21/1987,1,1986,1601,Rehnquist,85-1433,1/14/1987,,28,27,100,,1,,,0,81,,26,,0,2,3,2,1,4,0,1,0,0,10270,1,1,0,2,,2,213,,105,102,1,6,3
1986-075,1986-075-01,1986-075-01-01,1986-075-01-01-01,4/22/1987,1,1986,1601,Rehnquist,85-1370,1/20/1987,,220,,19,5,2,117,5,0,302,5,300,5,0,,3,2,1,4,0,1,0,0,80100,8,1,0,2,,2,200,,98,92,1,7,2
1986-076,1986-076-01,1986-076-01-01,1986-076-01-01-01,4/22/1987,1,1986,1601,Rehnquist,85-1385,1/13/1987,,27,,240,,1,69,,0,3,,8,,0,12,2,1,1,3,0,1,0,0,120010,12,2,0,4,,3,345,,98,102,1,6,3
1986-077,1986-077-01,1986-077-01-01,1986-077-01-01-01,4/22/1987,7,1986,1601,Rehnquist,85-1530,12/3/1986,,371,,151,,2,71,,0,60,,60,,0,,,2,1,6,0,0,0,0,40020,4,2,0,1,,1,139,,98,92,1,6,3
1986-080,1986-080-01,1986-080-01-01,1986-080-01-01-01,4/22/1987,1,1986,1601,Rehnquist,84-6811,10/15/1986,,126,,28,13,1,,,0,60,,31,,1,12,2,1,1,2,0,0,0,0,10130,1,1,0,2,,2,231,,101,102,1,5,4
1986-081,1986-081-01,1986-081-01-01,1986-081-01-01-01,4/22/1987,7,1986,1601,Rehnquist,85-1358,1/14/1987,,19,55,212,,1,63,,0,152,,24,,0,2,2,2,1,3,0,1,0,0,20190,2,1,0,4,5,3,303,,105,102,1,5,4
1986-082,1986-082-01,1986-082-01-01,1986-082-01-01-01,4/22/1987,1,1986,1601,Rehnquist,85-6756,10/15/1986,,126,,28,12,1,,,0,56,,31,,0,11,2,1,1,4,0,1,0,0,10130,1,2,0,2,,2,221,,105,102,1,9,0
1986-083,1986-083-01,1986-083-01-01,1986-083-01-01-01,4/27/1987,2,1986,1601,Rehnquist,86-1381,,,28,31,100,,1,,,0,302,31,300,31,0,12,3,2,1,4,0,1,0,0,10170,1,1,0,2,,2,206,,,102,1,6,0
1986-084,1986-084-01,1986-084-01-01,1986-084-01-01-01,4/28/1987,1,1986,1601,Rehnquist,85-1259,1/21/1987,,139,,27,,1,,,0,126,,24,,1,2,2,1,1,4,0,1,0,1,10580,1,2,0,1,,2,218,,92,102,1,9,0
1986-085,1986-085-01,1986-085-01-01,1986-085-01-01-01,4/28/1987,1,1986,1601,Rehnquist,86-39,2/23/1987,,231,,249,,1,,,0,66,,27,,0,2,3,2,1,2,0,0,0,0,70150,7,2,0,4,,3,363,,92,102,1,9,0
1986-086,1986-086-01,1986-086-01-01,1986-086-01-01-01,4/28/1987,1,1986,1601,Rehnquist,86-337,3/25/1987,,231,,4,42,1,117,42,0,107,,30,,0,2,2,2,1,3,0,1,0,0,80100,8,1,0,4,,6,600,49 U.S.C. § 1150,98,102,1,9,0
1986-087,1986-087-01,1986-087-01-01,1986-087-01-01-01,4/28/1987,1,1986,1601,Rehnquist,85-1180,12/2/1986,,1,,156,,2,27,,0,49,,49,,0,,,2,1,4,0,1,0,0,30010,3,1,0,1,,6,600,22 U.S.C. § 611,103,102,1,5,3
1986-088,1986-088-01,1986-088-01-01,1986-088-01-01-01,5/4/1987,1,1986,1601,Rehnquist,85-1973,2/24/1987,,117,,28,17,1,,,0,302,17,301,17,0,12,2,1,1,5,0,1,0,1,30190,3,1,1,2,,2,200,,95,102,1,5,4
1986-089,1986-089-01,1986-089-01-01,1986-089-01-01-01,5/4/1987,1,1986,1601,Rehnquist,85-2121,3/31/1987,,28,4,100,,1,,,0,302,4,300,4,0,13,3,2,1,4,0,1,0,0,10100,1,1,0,2,,2,209,,101,102,1,5,4
1986-090,1986-090-01,1986-090-01-01,1986-090-01-01-01,5/4/1987,1,1986,1601,Rehnquist,86-421,3/30/1987,,131,,131,,2,,,0,302,6,301,6,0,,3,2,1,2,0,0,0,0,20130,2,2,0,2,,2,201,,101,102,1,7,0
1986-091,1986-091-01,1986-091-01-01,1986-091-01-01-01,5/18/1987,1,1986,1601,Rehnquist,85-2099,3/2/1987,,28,45,213,,1,,,0,302,45,301,45,1,12,11,2,1,4,0,1,0,0,20320,2,1,0,2,,2,214,,102,102,1,6,2
1986-092,1986-092-01,1986-092-01-01,1986-092-01-01-01,5/18/1987,1,1986,1601,Rehnquist,85-1924,2/25/1987,,382,,249,,1,82,,0,29,,29,,0,2,3,2,1,2,0,0,0,0,70060,7,2,0,4,,3,356,,92,92,1,6,3
1986-093,1986-093-01,1986-093-01-01,1986-093-01-01-01,5/18/1987,1,1986,1601,Rehnquist,85-2169,2/25/1987,,232,,182,,1,32,,0,111,,23,,0,12,4,2,1,2,0,0,0,0,20400,2,2,0,4,,3,312,,95,102,1,9,0
1986-094,1986-094-01,1986-094-01-01,1986-094-01-01-01,5/18/1987,1,1986,1601,Rehnquist,85-2156,2/25/1987,,130,,218,,1,,,0,79,,24,,1,12,2,1,1,4,0,1,0,0,20400,2,2,0,4,,3,313,,95,102,1,9,0
1986-095,1986-095-01,1986-095-01-01,1986-095-01-01-01,5/18/1987,1,1986,1601,Rehnquist,85-1206,3/4/1987,,250,,129,,2,,,0,302,50,301,50,0,,2,1,1,2,0,0,0,0,100070,10,1,0,2,,1,148,,98,102,1,8,1
1986-096,1986-096-01,1986-096-01-01,1986-096-01-01-01,5/18/1987,1,1986,1601,Rehnquist,85-5454,11/12/1986,,126,,28,29,1,,,0,302,29,300,29,1,11,2,1,1,4,0,1,0,0,10250,1,2,0,2,,2,217,,100,92,1,5,4
1986-097,1986-097-01,1986-097-01-01,1986-097-01-01-01,5/18/1987,1,1986,1601,Rehnquist,85-2039,2/24/1987,,27,,186,,1,,,0,58,,31,,1,2,3,2,1,4,0,1,0,0,80060,8,1,0,7,,3,374,,101,102,1,5,4
1986-098,1986-098-01,1986-098-01-01,1986-098-01-01-01,5/18/1987,1,1986,1601,Rehnquist,85-637,10/6/1986,,326,,170,,2,,,0,115,,28,,0,,3,1,1,2,0,0,0,0,40070,4,1,0,1,,1,139,,104,102,1,9,0
1986-099,1986-099-01,1986-099-01-01,1986-099-01-01-01,5/18/1987,5,1986,1601,Rehnquist,86-231,4/27/1987,,12,,151,,1,,,0,,,23,,0,12,,3,1,2,0,0,0,0,,,3,0,3,,,,,,,1,4,4
1986-100,1986-100-01,1986-100-01-01,1986-100-01-01-01,5/18/1987,6,1986,1601,Rehnquist,86-281,4/28/1987,,100,,27,,1,,,0,,,25,,0,11,2,1,1,5,0,1,0,0,10360,1,2,0,3,,,,,,102,1,9,0
1986-101,1986-101-01,1986-101-01-01,1986-101-01-01-01,5/18/1987,6,1986,1601,Rehnquist,86-319,4/29/1987,,501,,377,,1,,,0,,,8,,0,12,,1,1,9,0,0,0,0,90150,9,1,0,3,,,,,,102,1,9,0
1986-102,1986-102-01,1986-102-01-01,1986-102-01-01-01,5/26/1987,1,1986,1601,Rehnquist,86-87,1/21/1987,,27,,110,,1,,,0,96,,22,,1,2,3,2,1,3,0,1,0,0,40040,4,1,0,1,,6,600,18 U.S.C. § 3141,102,102,1,6,3
1986-103,1986-103-01,1986-103-01-01,1986-103-01-01-01,5/26/1987,1,1986,1601,Rehnquist,86-108,3/25/1987,,28,35,215,,1,,,0,92,,23,,0,11,2,2,1,5,0,1,0,0,10020,1,1,0,4,,4,400,,102,102,1,6,3
1986-104,1986-104-01,1986-104-01-01,1986-104-01-01-01,5/26/1987,1,1986,1601,Rehnquist,85-1329,1/13/1987,,100,,172,,1,,,0,96,,22,,0,12,2,1,1,3,0,1,0,1,10080,1,2,0,3,4,4,401,,92,92,1,5,4
1986-105,1986-105-01,1986-105-01-01,1986-105-01-01-01,5/26/1987,1,1986,1601,Rehnquist,85-2067,3/3/1987,,27,,106,,1,68,,0,89,,28,,1,2,2,2,1,2,0,0,0,0,20110,2,2,0,4,,3,344,,98,92,1,5,4
1986-106,1986-106-01,1986-106-01-01,1986-106-01-01-01,5/26/1987,1,1986,1601,Rehnquist,85-1360,1/20/1987,,249,,247,,1,,,0,58,,31,,0,4,4,1,1,5,0,1,0,1,100020,10,2,0,4,,3,350,,100,102,1,9,0
1986-107,1986-107-01,1986-107-01-01,1986-107-01-01-01,6/1/1987,1,1986,1601,Rehnquist,86-341,3/24/1987,,151,,19,23,2,,,0,302,23,300,23,0,,2,1,1,2,0,0,0,0,100030,10,1,0,4,,3,323,,92,92,1,5,4
1986-108,1986-108-01,1986-108-01-01,1986-108-01-01-01,6/1/1987,1,1986,1601,Rehnquist,85-1208,3/2/1987,,151,,382,,1,82,,0,21,,21,,1,10,2,2,1,2,0,0,0,0,70070,7,2,0,5,4,3,356,,100,92,1,6,3
1986-109,1986-109-01,1986-109-01-01,1986-109-01-01-01,6/1/1987,1,1986,1601,Rehnquist,86-510,4/20/1987,,27,,222,,1,,,0,55,,32,,1,10,3,2,1,5,0,1,0,0,90330,9,1,0,4,,3,374,,101,102,1,8,0
1986-110,1986-110-01,1986-110-01-01,1986-110-01-01-01,6/1/1987,1,1986,1601,Rehnquist,85-1384,1/13/1987,,28,30,215,,1,117,30,0,87,,28,,0,12,2,2,1,7,0,1,0,0,30010,3,1,0,2,,2,200,,104,102,1,5,4
1986-111,1986-111-01,1986-111-01-01,1986-111-01-01-01,6/1/1987,2,1986,1601,Rehnquist,86-1053,,,369,,240,,1,69,,0,9,,26,,1,4,3,1,1,3,0,1,0,0,120010,12,2,0,4,,3,345,,,102,1,7,0
1986-112,1986-112-01,1986-112-01-01,1986-112-01-01-01,6/8/1987,1,1986,1601,Rehnquist,65 ORIG,4/29/1987,,28,51,28,36,9,,,0,,,,,0,,,3,1,,0,1,0,0,110020,11,3,0,3,4,5,510,,95,102,1,8,0
1986-113,1986-113-01,1986-113-01-01,1986-113-01-01-01,6/8/1987,1,1986,1601,Rehnquist,85-1409,1/13/1987,,363,,140,,1,106,,0,129,,29,,0,3,4,2,1,4,0,1,0,0,20190,2,1,0,5,4,3,370,,101,102,1,6,3
1986-114,1986-114-01,1986-114-01-01,1986-114-01-01-01,6/8/1987,1,1986,1601,Rehnquist,86-251,3/31/1987,,25,17,7,17,2,117,17,0,302,17,300,17,0,,2,2,1,2,0,0,0,0,80100,8,2,0,4,,6,600,31 U.S.C. § 3124,103,102,1,9,0
1986-115,1986-115-01,1986-115-01-01,1986-115-01-01-01,6/8/1987,1,1986,1601,Rehnquist,85-1772,3/23/1987,,7,52,27,,1,26,,0,123,,30,,0,12,2,2,1,3,0,1,0,0,100010,10,1,0,4,,6,600,25 Stat. 505,104,102,1,5,4
1986-116,1986-116-01,1986-116-01-01,1986-116-01-01-01,6/8/1987,1,1986,1601,Rehnquist,86-44,3/3/1987,,119,,173,,1,,,0,96,,22,,0,2,6,2,1,4,0,1,0,0,80160,8,1,0,4,,6,600,9 U.S.C. § 1,104,102,1,5,4
1986-117,1986-117-01,1986-117-01-01,1986-117-01-01-01,6/8/1987,1,1986,1601,Rehnquist,85-792,11/10/1986,,366,,249,,1,66,,0,32,,32,,1,12,8,2,1,5,0,1,0,0,90120,9,1,0,4,,6,600,28 U.S.C. § 2341,105,102,1,9,0
1986-118,1986-118-01,1986-118-01-01,1986-118-01-01-01,6/9/1987,1,1986,1601,Rehnquist,85-1199,1/14/1987,,130,,5,6,2,,,0,302,6,301,6,0,,2,2,3,4,0,1,0,0,40070,4,1,0,2,,2,211,,102,102,1,6,3
1986-119,1986-119-01,1986-119-01-01,1986-119-01-01-01,6/9/1987,1,1986,1601,Rehnquist,85-1722,3/24/1987,,19,35,215,,1,117,35,0,92,,23,,0,13,5,2,1,3,0,1,0,0,30160,3,1,0,2,,2,202,,102,102,1,5,4
1986-120,1986-120-01,1986-120-01-01,1986-120-01-01-01,6/9/1987,1,1986,1601,Rehnquist,86-461,4/1/1987,,4,31,215,,1,117,31,0,88,,29,,0,12,4,2,1,2,0,0,0,0,40040,4,2,0,2,,2,230,,92,92,1,6,3
1986-121,1986-121-01,1986-121-01-01,1986-121-01-01-01,6/9/1987,1,1986,1601,Rehnquist,86-526,4/21/1987,,151,,145,,1,,,0,50,,29,,0,12,3,1,1,2,0,0,0,0,100020,10,1,0,4,,3,350,,92,102,1,9,0
1986-122,1986-122-01,1986-122-01-01,1986-122-01-01-01,6/9/1987,1,1986,1601,Rehnquist,86-381,4/22/1987,,28,6,6,6,1,,,0,302,6,300,6,1,11,3,2,1,3,0,1,0,0,10320,1,1,0,4,,6,600,18 U.S.C. § 3182,104,102,1,7,2
1986-123,1986-123-01,1986-123-01-01,1986-123-01-01-01,6/9/1987,1,1986,1601,Rehnquist,86-5344,4/21/1987,,126,,28,12,1,,,0,302,12,300,12,0,12,3,1,3,4,0,1,0,0,10180,1,2,0,2,,1,127,,104,102,1,9,0
1986-124,1986-124-01,1986-124-01-01,1986-124-01-01-01,6/15/1987,1,1986,1601,Rehnquist,86-322,4/29/1987,,122,,122,,1,,,0,75,,25,,0,12,3,1,1,2,1,0,0,0,90110,9,1,0,4,,6,600,28 U.S.C. § 1821,102,102,1,7,2
1986-125,1986-125-01,1986-125-01-01,1986-125-01-01-01,6/15/1987,1,1986,1601,Rehnquist,86-243,3/23/1987,,3,51,162,,2,,,0,121,,25,,1,,3,2,4,2,0,0,0,0,30150,3,2,0,2,,2,200,,92,92,1,8,1
1986-126,1986-126-01,1986-126-01-01,1986-126-01-01-01,6/15/1987,1,1986,1601,Rehnquist,86-566,4/28/1987,,145,,151,,2,,,0,302,6,301,6,0,,2,1,1,4,0,1,0,0,100030,10,2,0,4,,6,600,9 U.S.C. § 2,98,102,1,7,2
1986-127,1986-127-01,1986-127-01-01,1986-127-01-01-01,6/15/1987,1,1986,1601,Rehnquist,86-5020,3/24/1987,,126,,28,25,1,,,0,302,25,300,25,0,11,2,1,3,5,0,1,0,0,10130,1,2,0,2,,2,221,,101,92,1,5,4
1986-128,1986-128-01,1986-128-01-01,1986-128-01-01-01,6/15/1987,1,1986,1601,Rehnquist,85-1695,1/14/1987,,159,,6,60,1,,,0,71,,28,,0,12,9,1,1,5,0,1,0,1,50040,5,2,0,4,,5,509,,103,102,1,9,0
1986-129,1986-129-01,1986-129-01-01,1986-129-01-01-01,6/15/1987,1,1986,1601,Rehnquist,86-104,3/3/1987,,3,6,130,,1,117,6,0,48,,29,,0,12,2,2,4,2,0,0,0,0,30010,3,2,0,2,,2,200,,104,102,1,9,0
1986-130,1986-130-01,1986-130-01-01,1986-130-01-01-01,6/19/1987,1,1986,1601,Rehnquist,85-1513,12/10/1986,,19,22,202,,2,,,0,75,,25,,1,,2,2,3,2,0,0,0,0,30180,3,2,0,2,,2,203,,92,92,1,7,2
1986-131,1986-131-01,1986-131-01-01,1986-131-01-01-01,6/19/1987,1,1986,1601,Rehnquist,86-475,4/29/1987,,111,,16,60,1,,,0,75,,25,,1,12,2,1,1,3,0,1,0,0,20220,2,2,0,3,,,,,92,92,1,6,3
1986-132,1986-132-01,1986-132-01-01,1986-132-01-01-01,6/19/1987,1,1986,1601,Rehnquist,85-1626,4/1/1987,,182,,151,,1,,,0,109,,23,,1,12,6,1,1,2,0,0,0,0,20400,2,1,0,4,,3,384,,95,102,1,6,3
1986-133,1986-133-01,1986-133-01-01,1986-133-01-01-01,6/19/1987,1,1986,1601,Rehnquist,86-80,2/23/1987,,28,37,195,,1,,,0,302,37,300,37,0,10,3,2,1,4,0,1,0,0,10050,1,1,0,2,,2,205,,100,102,1,6,3
1986-134,1986-134-01,1986-134-01-01,1986-134-01-01-01,6/19/1987,1,1986,1601,Rehnquist,86-572,4/22/1987,,28,21,100,,1,,,0,302,21,300,21,1,11,3,2,1,3,0,1,0,0,10270,1,1,0,2,,2,213,,100,102,1,6,3
1986-135,1986-135-01,1986-135-01-01,1986-135-01-01-01,6/19/1987,1,1986,1601,Rehnquist,85-1630,3/4/1987,,19,45,215,,1,117,45,0,110,,23,,0,12,4,2,1,3,0,1,0,0,60010,6,1,0,4,,3,328,,105,102,1,5,4
1986-136,1986-136-01,1986-136-01-01,1986-136-01-01-01,6/22/1987,1,1986,1601,Rehnquist,86-6,4/1/1987,,28,4,126,,1,,,0,45,,29,,1,12,3,2,1,3,0,1,0,0,10170,1,1,0,2,,2,206,,95,102,1,5,4
1986-137,1986-137-01,1986-137-01-01,1986-137-01-01-01,6/22/1987,1,1986,1601,Rehnquist,86-88,4/20/1987,,135,,371,,1,71,,0,116,,26,,1,2,2,2,1,2,0,0,0,0,70040,7,2,0,4,,3,334,,98,102,1,7,2
1986-138,1986-138-01,1986-138-01-01,1986-138-01-01-01,6/22/1987,1,1986,1601,Rehnquist,86-130,3/23/1987,,100,,28,5,1,,,0,302,5,300,5,0,11,2,1,1,5,0,1,0,0,10270,1,2,0,2,,2,230,,100,92,1,5,4
1986-139,1986-139-01,1986-139-01-01,1986-139-01-01-01,6/22/1987,1,1986,1601,Rehnquist,86-246,4/20/1987,,28,33,126,,1,,,0,90,,29,,0,11,2,2,1,2,0,0,0,0,10130,1,2,0,2,,2,221,,100,92,1,6,3
1986-140,1986-140-01,1986-140-01-01,1986-140-01-01-01,6/22/1987,1,1986,1601,Rehnquist,86-511,4/27/1987,,369,,240,,1,69,,0,9,,26,,1,2,3,1,1,3,0,1,0,0,120010,12,2,0,4,,3,345,,101,102,1,8,1
1986-141,1986-141-01,1986-141-01-01,1986-141-01-01-01,6/22/1987,1,1986,1601,Rehnquist,86-177,3/31/1987,,126,,27,,1,,,0,56,,31,,0,11,2,1,1,2,1,1,0,0,10370,1,1,1,4,,4,402,,104,102,1,5,4
1986-142,1986-142-01,1986-142-01-01,1986-142-01-01-01,6/22/1987,1,1986,1601,Rehnquist,86-497,4/21/1987,,171,,102,,1,,,0,111,,23,,0,10,3,2,1,2,0,0,0,0,10350,1,2,0,4,,3,362,,104,102,1,9,0
1986-143,1986-143-01,1986-143-01-01,1986-143-01-01-01,6/23/1987,1,1986,1601,Rehnquist,85-6725,4/1/1987,,100,,27,,1,,,0,,,26,,0,11,2,1,1,2,0,0,0,0,10370,1,1,0,4,,4,402,,102,102,1,6,3
1986-144,1986-144-01,1986-144-01-01,1986-144-01-01-01,6/23/1987,1,1986,1601,Rehnquist,86-260,4/28/1987,,28,49,329,,1,,,0,115,,28,,0,12,2,2,1,2,0,0,0,0,100120,10,2,0,1,,6,600,23 U.S.C. § 158,102,102,1,7,2
1986-145,1986-145-01,1986-145-01-01,1986-145-01-01-01,6/23/1987,1,1986,1601,Rehnquist,85-2116,3/30/1987,,28,46,28,19,1,,,0,71,,28,,0,11,2,2,1,3,0,1,1,0,10320,1,1,0,2,,1,145,,98,102,1,9,0
1986-146,1986-146-01,1986-146-01-01,1986-146-01-01-01,6/23/1987,1,1986,1601,Rehnquist,85-1963,3/2/1987,,184,,7,56,2,,,0,302,56,300,56,0,,2,2,3,5,0,1,1,0,80100,8,1,0,2,,1,111,,103,92,1,6,2
1986-147,1986-147-01,1986-147-01-01,1986-147-01-01-01,6/23/1987,1,1986,1601,Rehnquist,86-357,4/28/1987,,245,,28,45,2,,,0,302,45,300,45,0,,3,2,3,4,0,1,1,0,80100,8,1,0,2,,1,111,,103,92,1,5,4
1986-148,1986-148-01,1986-148-01-01,1986-148-01-01-01,6/23/1987,6,1986,1601,Rehnquist,85-1835,3/25/1987,,28,6,100,,1,,,0,302,6,301,6,0,11,3,2,1,9,0,0,0,0,10050,1,2,0,3,,5,508,,,92,1,6,3
1986-149,1986-149-01,1986-149-01-01,1986-149-01-01-01,6/24/1987,1,1986,1601,Rehnquist,86-179,3/31/1987,,130,,145,,2,,,0,123,,123,,0,,,2,1,4,0,1,0,0,30170,3,1,0,1,,2,203,,95,102,1,9,0
1986-150,1986-150-01,1986-150-01-01,1986-150-01-01-01,6/24/1987,1,1986,1601,Rehnquist,86-234,4/22/1987,,19,21,27,,1,,,0,73,,26,,0,12,2,2,1,4,0,1,0,0,80140,8,1,0,4,,6,600,18 U.S.C. § 1341,95,102,1,7,2
1986-151,1986-151-01,1986-151-01-01,1986-151-01-01-01,6/24/1987,1,1986,1601,Rehnquist,85-2068,3/23/1987,,19,51,11,51,1,,,0,121,,25,,0,12,4,2,1,2,0,0,0,0,30010,3,2,0,2,,2,200,,98,92,1,5,4
1986-152,1986-152-01,1986-152-01-01,1986-152-01-01-01,6/24/1987,1,1986,1601,Rehnquist,85-5348,1/12/1987,,100,,28,21,1,,,0,302,21,300,21,0,13,2,1,1,2,0,0,0,0,10250,1,1,0,2,,2,215,,100,102,1,6,3
1986-153,1986-153-01,1986-153-01-01,1986-153-01-01-01,6/25/1987,1,1986,1601,Rehnquist,85-1581,2/24/1987,,186,,27,,1,,,0,5,,4,,0,11,2,1,1,2,0,0,1,0,20240,2,1,0,1,,1,116,,102,102,1,6,3
