caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,term,naturalCourt,chief,docket,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
1946-104,1946-104-01,1946-104-01-01,1946-104-01-01-01,5/19/1947,1,1946,1301,Vinson,418,3/7/1947,,382,,151,,1,82,,0,26,,26,,0,12,9,1,1,3,0,1,0,0,90130,9,2,0,3,,,,,82,78,1,5,4
1946-105,1946-105-01,1946-105-01-01,1946-105-01-01-01,5/19/1947,1,1946,1301,Vinson,718,4/29/1947,,27,,143,,2,,,0,51,6,51,6,0,1,,1,1,3,0,1,0,0,80170,8,2,0,1,,3,332,,82,87,1,8,1
1946-106,1946-106-01,1946-106-01-01,1946-106-01-01-01,6/2/1947,1,1946,1301,Vinson,593,4/28/1947,,237,,135,,1,17,,0,109,45,23,,0,12,3,2,1,3,0,1,0,0,90520,9,1,0,3,,,,,78,78,1,8,0
1946-107,1946-107-01,1946-107-01-01,1946-107-01-01-01,6/2/1947,1,1946,1301,Vinson,498,3/11/1947,,27,,16,60,1,,,0,110,45,23,,1,12,9,2,1,3,0,1,0,0,10370,1,1,0,4,,4,401,,84,78,1,9,0
1946-108,1946-108-01,1946-108-01-01,1946-108-01-01-01,6/2/1947,1,1946,1301,Vinson,367,2/6/1947,,145,,231,,1,,,0,109,45,23,,0,11,2,1,1,3,0,1,0,0,80040,8,2,0,4,,3,329,,86,78,1,9,0
1946-109,1946-109-01,1946-109-01-01,1946-109-01-01-01,6/9/1947,1,1946,1301,Vinson,461,3/7/1947,,25,47,3,47,2,,,0,302,47,300,47,0,1,11,2,1,2,0,0,0,0,80100,8,2,0,2,,2,230,,79,87,1,5,4
1946-110,1946-110-01,1946-110-01-01,1946-110-01-01-01,6/9/1947,1,1946,1301,Vinson,626,4/11/1947,,1,,166,,1,,,0,50,6,29,,0,10,2,1,1,7,0,1,0,0,20310,2,2,0,4,,5,509,,81,87,1,9,0
1946-111,1946-111-01,1946-111-01-01,1946-111-01-01-01,6/9/1947,1,1946,1301,Vinson,970,5/6/1947,,249,,231,,2,66,,0,66,17,66,17,0,1,,1,1,3,0,1,0,0,70200,7,2,0,4,,4,400,,82,78,1,9,0
1946-112,1946-112-01,1946-112-01-01,1946-112-01-01-01,6/9/1947,1,1946,1301,Vinson,606,4/2/1947,,27,,100,,1,,,0,96,37,22,,0,11,3,2,1,3,0,1,0,0,20240,2,1,0,4,,6,600,18 U.S.C. § 88,84,87,1,7,2
1946-113,1946-113-01,1946-113-01-01,1946-113-01-01-01,6/9/1947,1,1946,1301,Vinson,103,2/6/1947,,130,,3,6,2,,,0,302,6,300,6,1,1,3,1,1,9,0,0,0,0,90380,9,1,0,4,,6,600,28 U.S.C. § 237,85,87,1,9,0
1946-114,1946-114-01,1946-114-01-01,1946-114-01-01-01,6/9/1947,1,1946,1301,Vinson,574,2/6/1947,,130,,6,6,2,,,0,302,6,300,6,1,1,9,1,1,9,0,0,0,0,90180,9,1,0,3,4,6,600,28 U.S.C. § 237,85,87,1,7,2
1946-115,1946-115-01,1946-115-01-01,1946-115-01-01-01,6/9/1947,1,1946,1301,Vinson,32,2/28/1946,11/12/1946,171,,166,,1,,,0,302,49,300,49,1,13,2,3,1,3,0,1,0,0,110030,11,3,0,2,,1,143,,86,74,1,5,4
1946-116,1946-116-01,1946-116-01-01,1946-116-01-01-01,6/16/1947,1,1946,1301,Vinson,850,4/10/1947,,185,,114,,1,,,0,96,37,22,,0,10,3,2,1,2,0,0,0,0,80030,8,2,0,4,,3,307,,87,87,1,7,2
1946-117,1946-117-01,1946-117-01-01,1946-117-01-01-01,6/16/1947,1,1946,1301,Vinson,733,5/2/1946,,148,,352,,1,52,,0,25,,25,,1,11,9,2,1,2,0,0,0,0,80300,8,2,0,4,5,3,355,,87,87,1,9,0
1946-118,1946-118-01,1946-118-01-01,1946-118-01-01-01,6/16/1947,1,1946,1301,Vinson,945,5/8/1947,,240,,369,,1,69,,0,9,,26,,0,3,3,2,1,2,0,0,0,0,120010,12,2,0,4,,3,345,,87,87,1,8,0
1946-119,1946-119-01,1946-119-01-01,1946-119-01-01-01,6/16/1947,1,1946,1301,Vinson,312,3/10/1947,,27,,240,,1,69,,0,72,20,30,,0,10,2,2,1,6,0,1,0,0,120010,12,1,1,4,,3,370,,79,87,1,6,3
1946-120,1946-120-01,1946-120-01-01,1946-120-01-01-01,6/16/1947,1,1946,1301,Vinson,562,4/9/1947,,151,,371,,1,,,0,72,20,30,,0,10,3,2,1,2,0,0,0,0,70040,7,2,0,4,,3,334,,79,87,1,9,0
1946-121,1946-121-01,1946-121-01-01,1946-121-01-01-01,6/16/1947,1,1946,1301,Vinson,404,2/6/1947,,123,,231,,1,,,0,302,51,300,51,0,10,3,1,1,2,0,0,0,0,80070,8,1,0,4,,6,600,49 U.S.C. § 20,80,80,1,7,2
1946-122,1946-122-01,1946-122-01-01,1946-122-01-01-01,6/16/1947,1,1946,1301,Vinson,287,1/9/1947,,240,,369,,1,69,,0,9,,23,,1,10,2,2,1,2,0,0,0,0,120010,12,2,0,4,,3,345,,80,87,1,7,2
1946-123,1946-123-01,1946-123-01-01,1946-123-01-01-01,6/16/1947,1,1946,1301,Vinson,77,12/13/1946,,27,,195,,1,,,0,131,57,24,,0,10,2,1,1,2,0,0,0,0,40070,4,1,0,4,,6,600,28 U.S.C. § 41,80,87,1,9,0
1946-124,1946-124-01,1946-124-01-01,1946-124-01-01-01,6/16/1947,1,1946,1301,Vinson,95,1/15/1947,,176,,324,,2,,,1,55,10,55,10,0,1,,1,1,2,0,0,0,0,90050,9,1,0,7,,,,,85,87,1,8,1
1946-125,1946-125-01,1946-125-01-01,1946-125-01-01-01,6/23/1947,1,1946,1301,Vinson,954,5/5/1947,,27,,100,,2,,,0,66,17,66,17,0,1,,2,1,4,0,1,0,0,30010,3,1,0,1,,2,200,,78,87,1,5,3
1946-126,1946-126-01,1946-126-01-01,1946-126-01-01-01,6/23/1947,1,1946,1301,Vinson,102,1/15/1946,,100,,28,6,2,,,0,302,6,300,6,0,1,2,1,1,2,0,0,0,0,10090,1,1,0,2,,2,210,,79,87,1,5,4
1946-127,1946-127-01,1946-127-01-01,1946-127-01-01-01,6/23/1947,1,1946,1301,Vinson,731,4/3/1947,,240,,369,,1,69,,0,71,19,28,,0,10,3,2,1,3,0,1,0,0,120010,12,1,0,4,,3,370,,79,87,1,6,3
1946-128,1946-128-01,1946-128-01-01,1946-128-01-01-01,6/23/1947,1,1946,1301,Vinson,540,5/8/1946,,126,,28,17,1,,,0,302,17,300,17,0,10,2,1,1,2,0,0,0,0,10120,1,1,0,2,,,,,80,87,1,5,4
1946-129,1946-129-01,1946-129-01-01,1946-129-01-01-01,6/23/1947,7,1946,1301,Vinson,405,5/2/1947,,100,,28,37,1,,,0,302,37,302,37,0,11,,1,1,2,0,0,0,0,10120,1,1,0,2,,2,214,,80,87,1,5,4
1946-130,1946-130-01,1946-130-01-01,1946-130-01-01-01,6/23/1947,1,1946,1301,Vinson,625,3/31/1947,,145,,102,,1,,,0,302,37,300,37,0,4,2,1,1,2,0,0,0,0,80070,8,1,0,7,4,6,600,1 Stat. 9,80,79,1,5,4
1946-131,1946-131-01,1946-131-01-01,1946-131-01-01-01,6/23/1947,1,1946,1301,Vinson,385,4/9/1947,,25,13,19,13,2,,,0,302,13,300,13,0,1,3,2,1,2,0,0,0,0,80100,8,2,0,2,,1,128,,80,78,1,9,0
1946-132,1946-132-01,1946-132-01-01,1946-132-01-01-01,6/23/1947,1,1946,1301,Vinson,535,4/1/1947,,142,,27,,1,24,,0,131,57,24,,0,10,2,1,1,2,0,0,0,0,30130,3,1,0,4,,3,366,,81,87,1,6,3
1946-133,1946-133-01,1946-133-01-01,1946-133-01-01-01,6/23/1947,1,1946,1301,Vinson,81,12/13/1946,,405,,185,,1,105,,0,32,,32,,0,11,3,1,1,3,0,1,0,0,80120,8,2,0,4,5,6,600,15 U.S.C. § 79,82,78,1,5,2
1946-134,1946-134-01,1946-134-01-01,1946-134-01-01-01,6/23/1947,1,1946,1301,Vinson,1035,5/7/1946,,27,,121,,2,,,0,66,17,66,17,0,1,,1,1,4,0,1,0,0,80010,8,2,0,4,,3,367,,82,87,1,7,1
1946-135,1946-135-01,1946-135-01-01,1946-135-01-01-01,6/23/1947,1,1946,1301,Vinson,847,5/6/1947,,27,,176,,1,60,,0,3,,3,,0,10,,1,1,3,0,1,0,0,80060,8,2,0,4,,6,600,28 U.S.C. § 250,84,87,1,7,1
1946-136,1946-136-01,1946-136-01-01,1946-136-01-01-01,6/23/1947,1,1946,1301,Vinson,687,4/30/1947,,346,,113,,2,46,,1,51,6,51,6,0,1,,1,1,3,0,1,0,0,80030,8,2,0,1,,1,100,,84,87,1,9,0
1946-137,1946-137-01,1946-137-01-01,1946-137-01-01-01,6/23/1947,1,1946,1301,Vinson,133M,4/30/1947,,346,,16,60,8,,,0,,,,,0,1,,1,1,9,0,0,0,0,90370,9,1,0,3,,,,,84,87,1,9,0
1946-138,1946-138-01,1946-138-01-01,1946-138-01-01-01,6/23/1947,1,1946,1301,Vinson,377,4/3/1947,,100,,28,37,1,,,0,302,37,300,37,0,11,2,1,1,2,0,0,0,0,10190,1,1,0,2,,2,231,,84,87,1,5,4
1946-139,1946-139-01,1946-139-01-01,1946-139-01-01-01,6/23/1947,1,1946,1301,Vinson,235,4/8/1947,,27,,198,,1,,,0,51,6,29,,0,10,3,1,1,2,0,0,0,0,80070,8,1,0,3,,,,,85,87,1,8,1
1946-140,1946-140-01,1946-140-01-01,1946-140-01-01-01,6/23/1947,1,1946,1301,Vinson,89,2/3/1947,,27,,184,,2,,,0,96,37,96,37,0,1,,1,1,2,0,0,0,0,80010,8,1,0,4,,3,367,,86,81,1,4,3
1947-001,1947-001-01,1947-001-01-01,1947-001-01-01-01,11/10/1947,1,1947,1301,Vinson,58,10/16/1947,,152,,27,,1,,,0,118,50,26,,0,2,2,1,1,3,0,1,0,0,10430,1,2,0,4,,6,600,7 U.S.C. § 1281,78,87,1,7,2
1947-002,1947-002-01,1947-002-01-01,1947-002-01-01-01,11/10/1947,1,1947,1301,Vinson,45,10/16/1947,,12,,152,,1,,,0,302,16,300,16,0,11,2,2,1,4,0,1,0,0,80060,8,1,0,4,,6,600,7 U.S.C. § 1503,80,78,1,5,4
1947-003,1947-003-01,1947-003-01-01,1947-003-01-01-01,11/10/1947,1,1947,1301,Vinson,63,10/22/1947,,106,,368,,1,68,,0,51,6,29,,0,4,3,1,1,3,0,1,0,0,20110,2,2,0,4,,3,344,,81,87,1,9,0
1947-004,1947-004-01,1947-004-01-01,1947-004-01-01-01,11/10/1947,1,1947,1301,Vinson,46,10/16/1947,,172,,27,,2,,,0,96,37,96,37,0,1,,2,1,2,0,0,0,0,80010,8,2,0,4,,3,367,,84,78,1,6,3
1947-005,1947-005-01,1947-005-01-01,1947-005-01-01-01,11/17/1947,1,1947,1301,Vinson,16,10/13/1947,11/17/1947,176,,27,,1,,,0,3,,3,,0,11,,2,1,3,0,1,0,0,80060,8,1,0,7,,,,,81,80,1,5,4
1947-006,1947-006-01,1947-006-01-01,1947-006-01-01-01,11/17/1947,1,1947,1301,Vinson,7,10/13/1947,,151,,371,,1,66,,0,81,27,26,,0,10,4,2,1,5,0,1,0,0,70040,7,1,0,4,,3,334,,86,87,1,5,4
1947-007,1947-007-01,1947-007-01-01,1947-007-01-01-01,11/24/1947,7,1947,1301,Vinson,66,10/14/1947,,142,,27,,1,24,,0,,,29,,0,11,2,1,1,2,0,0,0,0,30130,3,1,0,4,,3,366,,79,87,1,5,4
1947-008,1947-008-01,1947-008-01-01,1947-008-01-01-01,11/24/1947,2,1947,1301,Vinson,206,,,154,,231,,1,,,0,118,50,26,,0,12,2,1,1,4,0,1,0,0,80040,8,2,0,4,,3,329,,,,1,9,0
1947-009,1947-009-01,1947-009-01-01,1947-009-01-01-01,12/8/1947,1,1947,1301,Vinson,122,11/21/1947,,100,,28,29,1,,,0,302,29,300,29,0,10,2,1,1,4,0,1,0,0,20040,2,2,0,2,,2,231,,78,87,1,9,0
1947-010,1947-010-01,1947-010-01-01,1947-010-01-01-01,12/8/1947,1,1947,1301,Vinson,6,5/1/1947,11/12/1947,138,,305,,1,5,,0,96,37,22,,0,11,2,2,1,2,0,0,0,0,40070,4,2,0,4,5,3,376,,79,87,1,8,0
1947-011,1947-011-01,1947-011-01-01,1947-011-01-01-01,12/8/1947,1,1947,1301,Vinson,35,5/1/1947,11/12/1947,305,,159,,1,5,,0,55,10,32,,1,10,3,1,1,2,0,0,0,0,40070,4,1,0,4,5,3,376,,81,87,1,8,0
1947-012,1947-012-01,1947-012-01-01,1947-012-01-01-01,12/8/1947,1,1947,1301,Vinson,47,10/22/1947,,165,,412,,1,112,,0,51,6,29,,0,2,2,1,1,3,0,1,0,0,90120,9,2,0,7,,,,,81,78,1,7,2
1947-013,1947-013-01,1947-013-01-01,1947-013-01-01-01,12/8/1947,1,1947,1301,Vinson,39,10/15/1947,,245,,4,31,2,,,0,302,31,300,31,0,1,6,2,1,2,0,0,0,0,80100,8,2,0,2,,1,111,,85,87,1,9,0
1947-014,1947-014-01,1947-014-01-01,1947-014-01-01-01,12/15/1947,1,1947,1301,Vinson,69,11/14/1947,,209,,4,18,2,,,0,302,18,300,18,0,1,3,2,1,2,0,0,0,0,100030,10,1,0,4,,3,355,,85,87,1,8,0
1947-015,1947-015-01,1947-015-01-01,1947-015-01-01-01,12/22/1947,1,1947,1301,Vinson,71,11/17/1947,,369,,240,,1,69,,0,107,42,30,,1,10,2,1,1,3,0,1,0,0,120010,12,2,0,4,,3,345,,82,87,1,8,1
1947-016,1947-016-01,1947-016-01-01,1947-016-01-01-01,12/22/1947,1,1947,1301,Vinson,70,11/18/1947,,369,,240,,1,69,,0,81,27,26,,0,12,2,1,1,3,0,1,0,0,120010,12,2,0,4,,3,345,,82,87,1,8,1
1947-017,1947-017-01,1947-017-01-01,1947-017-01-01-01,12/22/1947,1,1947,1301,Vinson,54,10/23/1947,,105,,27,,1,89,,0,50,6,29,,1,10,2,1,1,2,0,0,0,0,10400,1,1,0,4,,6,600,50 U.S.C. § 902,85,79,1,9,0
1947-018,1947-018-01,1947-018-01-01,1947-018-01-01-01,12/22/1947,2,1947,1301,Vinson,93,,,126,,28,17,1,,,0,302,17,302,17,0,12,,1,1,5,0,1,0,0,10280,1,2,0,3,2,2,230,,,,1,9,0
1947-019,1947-019-01,1947-019-01-01,1947-019-01-01-01,1/5/1948,1,1947,1301,Vinson,205,12/17/1947,,123,,233,,1,,,0,66,17,27,,0,4,5,1,1,5,1,1,0,0,90110,9,2,0,4,,4,400,,78,87,1,9,0
1947-020,1947-020-01,1947-020-01-01,1947-020-01-01-01,1/5/1948,1,1947,1301,Vinson,174,12/11/1947,,100,,27,,1,,,0,92,35,23,,0,10,2,1,1,3,0,1,0,0,10400,1,2,0,7,,5,506,,81,87,1,9,0
1947-021,1947-021-01,1947-021-01-01,1947-021-01-01-01,1/5/1948,1,1947,1301,Vinson,61,10/17/1947,,27,,100,,1,,,0,97,37,22,,1,12,3,2,1,2,0,0,0,0,10050,1,2,0,1,,2,205,,84,79,1,7,2
1947-022,1947-022-01,1947-022-01-01,1947-022-01-01-01,1/12/1948,7,1947,1301,Vinson,51,11/17/1947,,100,,28,41,1,,,0,302,41,300,41,0,6,9,1,1,3,0,1,0,0,10010,1,2,0,2,,2,230,,81,78,1,5,4
1947-023,1947-023-01,1947-023-01-01,1947-023-01-01-01,1/12/1948,1,1947,1301,Vinson,331,12/18/1947,,145,,231,,1,,,0,109,45,23,,0,12,3,1,1,2,0,0,0,0,80040,8,1,0,7,4,3,329,,84,87,1,5,4
1947-024,1947-024-01,1947-024-01-01,1947-024-01-01-01,1/12/1948,6,1947,1301,Vinson,369,1/7/1948,,224,,26,42,1,,,0,302,42,300,42,0,12,2,1,1,4,0,1,0,0,20050,2,2,0,2,,2,231,,,,1,9,0
1947-025,1947-025-01,1947-025-01-01,1947-025-01-01-01,1/19/1948,2,1947,1301,Vinson,44,10/22/1947,,222,,28,6,1,,,0,302,6,300,6,0,12,2,1,1,3,0,1,0,0,20040,2,2,0,2,,2,231,,87,87,1,6,3
1947-026,1947-026-01,1947-026-01-01,1947-026-01-01-01,1/19/1948,1,1947,1301,Vinson,121,12/9/1947,,27,,144,,1,,,0,59,13,25,,0,10,3,1,1,3,0,1,0,0,80170,8,2,0,1,,1,111,,78,78,1,6,3
1947-027,1947-027-01,1947-027-01-01,1947-027-01-01-01,1/19/1948,7,1947,1301,Vinson,73,11/20/1947,,126,,27,,1,,,0,81,27,26,,1,10,2,1,1,4,0,1,0,0,10120,1,2,0,1,,,,,78,78,1,6,3
1947-028,1947-028-01,1947-028-01-01,1947-028-01-01-01,1/19/1948,1,1947,1301,Vinson,91,11/21/1947,,100,,28,29,1,,,0,302,29,300,29,0,12,2,1,1,4,0,1,0,0,10010,1,2,0,2,,2,230,,82,78,1,9,0
1947-029,1947-029-01,1947-029-01-01,1947-029-01-01-01,2/2/1948,1,1947,1301,Vinson,362,1/7/1948,,186,,19,12,1,,,0,302,12,300,12,0,6,2,1,1,3,0,1,0,0,20240,2,2,0,4,,6,600,50 U.S.C. § 525,81,87,1,9,0
1947-030,1947-030-01,1947-030-01-01,1947-030-01-01-01,2/2/1948,1,1947,1301,Vinson,370,1/8/1948,,106,,368,,1,,,0,50,6,29,,0,2,2,1,1,3,0,1,0,0,20110,2,2,0,4,,3,344,,81,87,1,9,0
1947-031,1947-031-01,1947-031-01-01,1947-031-01-01-01,2/2/1948,1,1947,1301,Vinson,329,12/18/1947,,137,,27,,1,,,0,129,56,29,,0,11,2,1,1,3,0,1,0,0,10050,1,2,0,1,,2,205,,84,80,1,5,4
1947-032,1947-032-01,1947-032-01-01,1947-032-01-01-01,2/2/1948,1,1947,1301,Vinson,100,1/5/1948,,27,,215,,1,,,0,87,30,28,,0,10,3,2,1,3,0,1,0,0,10410,1,1,0,4,,6,600,18 U.S.C. § 753,85,87,1,7,2
1947-033,1947-033-01,1947-033-01-01,1947-033-01-01-01,2/2/1948,1,1947,1301,Vinson,374,12/16/1947,,116,,28,27,2,,,0,302,27,300,27,0,1,2,2,1,2,0,0,0,0,20040,2,2,0,2,,1,111,,85,78,1,7,2
1947-034,1947-034-01,1947-034-01-01,1947-034-01-01-01,2/9/1948,1,1947,1301,Vinson,138,12/10/1947,,145,,27,,1,,,0,51,6,29,,0,7,3,1,1,6,0,1,0,0,80040,8,2,0,4,7,3,348,,81,87,1,6,3
1947-035,1947-035-01,1947-035-01-01,1947-035-01-01-01,2/9/1948,1,1947,1301,Vinson,38,10/13/1947,,185,,114,,1,,,0,96,37,22,,1,12,2,2,1,5,0,1,0,0,10080,1,1,0,6,4,3,307,,84,87,1,7,2
1947-036,1947-036-01,1947-036-01-01,1947-036-01-01-01,2/9/1948,1,1947,1301,Vinson,60,11/10/1947,1/5/1948,137,,28,52,2,,,0,302,52,300,52,0,1,2,2,1,5,0,1,0,0,90190,9,1,1,3,,,,,84,87,1,6,3
1947-037,1947-037-01,1947-037-01-01,1947-037-01-01-01,2/9/1948,1,1947,1301,Vinson,78,11/19/1947,,104,,104,,1,12,,0,25,,25,,0,2,9,2,1,3,0,1,0,0,90120,9,1,0,3,4,6,600,49 U.S.C. § 601,84,87,1,5,4
1947-038,1947-038-01,1947-038-01-01,1947-038-01-01-01,2/16/1948,1,1947,1301,Vinson,390,1/8/1948,,231,,19,48,2,66,,0,300,48,300,48,0,1,9,2,1,4,0,1,0,0,80110,8,1,0,5,,3,343,,78,87,1,9,0
1947-039,1947-039-01,1947-039-01-01,1947-039-01-01-01,2/16/1948,1,1947,1301,Vinson,280,1/13/1948,,158,,172,,1,,,0,67,17,27,,0,11,3,1,1,3,0,1,0,0,80180,8,2,0,7,,,,,81,87,1,7,2
1947-040,1947-040-01,1947-040-01-01,1947-040-01-01-01,2/16/1948,1,1947,1301,Vinson,486,2/6/1948,,19,60,195,,2,,,0,103,41,26,,0,1,,1,1,3,0,1,0,0,40070,4,2,0,1,,2,212,,81,87,1,9,0
1947-041,1947-041-01,1947-041-01-01,1947-041-01-01-01,2/16/1948,6,1947,1301,Vinson,325M,1/30/1948,,224,,16,42,8,,,0,,,,,0,1,,1,1,9,0,0,0,0,20050,2,1,0,3,,,,,,,1,7,2
1947-042,1947-042-01,1947-042-01-01,1947-042-01-01-01,3/8/1948,1,1947,1301,Vinson,171,12/10/1947,,166,,171,,1,,,0,160,48,24,,0,11,3,2,1,2,0,0,0,0,90320,9,2,0,6,4,6,600,28 U.S.C. § 725,87,87,1,9,0
1947-043,1947-043-01,1947-043-01-01,1947-043-01-01-01,3/8/1948,1,1947,1301,Vinson,214,12/18/1947,,208,,120,,1,,,0,75,22,25,,0,11,2,1,1,2,0,0,0,0,90140,9,1,0,4,,6,600,28 U.S.C. § 112,87,87,1,9,0
1947-044,1947-044-01,1947-044-01-01,1947-044-01-01-01,3/8/1948,1,1947,1301,Vinson,223,2/3/1948,,27,,231,,2,66,,0,103,41,103,41,0,1,,1,1,3,0,1,0,0,80220,8,2,0,4,,6,600,49 U.S.C. § 42,78,87,1,8,1
1947-045,1947-045-01,1947-045-01-01,1947-045-01-01-01,3/8/1948,1,1947,1301,Vinson,50,10/24/1947,1/5/1948,412,,178,,1,112,,0,55,10,32,,1,12,2,2,1,4,0,1,0,0,30020,3,1,0,5,1,2,200,,78,87,1,7,2
1947-046,1947-046-01,1947-046-01-01,1947-046-01-01-01,3/8/1948,1,1947,1301,Vinson,373,2/4/1948,,126,,28,5,1,,,0,302,5,300,5,1,10,2,1,1,4,0,1,0,0,40010,4,2,0,2,,2,230,,78,87,1,9,0
1947-047,1947-047-01,1947-047-01-01,1947-047-01-01-01,3/8/1948,1,1947,1301,Vinson,90,12/8/1947,,202,,21,17,2,,,0,302,17,300,17,0,1,2,1,1,4,0,1,0,0,30180,3,2,0,2,,2,203,,78,87,1,8,1
1947-048,1947-048-01,1947-048-01-01,1947-048-01-01-01,3/8/1948,1,1947,1301,Vinson,215,12/16/1947,,100,,16,27,1,,,0,302,27,300,27,0,11,2,1,1,4,0,1,0,0,10080,1,2,0,2,,2,230,,78,78,1,7,2
1947-049,1947-049-01,1947-049-01-01,1947-049-01-01-01,3/8/1948,1,1947,1301,Vinson,8,4/29/1947,11/12/1947,27,,184,,2,,,0,132,58,132,58,0,1,,1,1,4,0,1,0,0,80010,8,2,0,4,,3,367,,79,78,1,5,3
1947-050,1947-050-01,1947-050-01-01,1947-050-01-01-01,3/8/1948,1,1947,1301,Vinson,13,11/13/1947,,27,,184,,2,,,0,55,10,55,10,0,1,,1,1,4,0,1,0,0,80010,8,2,0,4,,4,400,,79,87,1,8,0
1947-051,1947-051-01,1947-051-01-01,1947-051-01-01-01,3/8/1948,1,1947,1301,Vinson,130,1/6/1948,,320,,250,,1,20,,0,55,10,32,,1,10,2,2,1,3,0,1,0,0,20250,2,1,0,4,,6,600,5 U.S.C. § 851,82,87,1,8,1
1947-052,1947-052-01,1947-052-01-01,1947-052-01-01-01,3/8/1948,6,1947,1301,Vinson,48,10/16/1947,,151,,27,,1,,,0,,,25,,0,12,2,1,1,4,0,1,0,0,10550,1,2,0,4,,3,366,,,,1,9,0
1947-053,1947-053-01,1947-053-01-01,1947-053-01-01-01,3/15/1948,1,1947,1301,Vinson,101,12/9/1947,,354,,113,,1,54,,0,55,10,32,,1,10,3,2,1,3,0,1,0,0,90320,9,1,0,4,,6,600,28 U.S.C. § 400,80,78,1,5,2
1947-054,1947-054-01,1947-054-01-01,1947-054-01-01-01,3/15/1948,1,1947,1301,Vinson,225,12/17/1947,,249,,228,,1,,,0,55,10,32,,1,4,9,1,1,2,0,0,0,0,70200,7,1,0,4,,3,357,,80,87,1,5,3
1947-055,1947-055-01,1947-055-01-01,1947-055-01-01-01,3/15/1948,1,1947,1301,Vinson,400,2/5/1948,,208,,231,,1,,,0,123,52,30,,0,11,2,1,1,2,0,0,0,0,80070,8,1,0,6,7,,,,81,87,1,6,3
1947-056,1947-056-01,1947-056-01-01,1947-056-01-01-01,3/15/1948,1,1947,1301,Vinson,392,2/4/1948,,19,60,195,,1,,,0,103,41,26,,0,2,2,2,1,3,0,1,0,0,80170,8,1,0,3,4,6,600,50 U.S.C. § 901,84,87,1,8,1
1947-057,1947-057-01,1947-057-01-01,1947-057-01-01-01,3/15/1948,1,1947,1301,Vinson,15,2/3/1948,,27,,100,,2,,,0,51,6,51,6,0,1,,2,1,2,0,0,0,0,10480,1,2,0,4,,3,344,,85,78,1,9,0
1947-058,1947-058-01,1947-058-01-01,1947-058-01-01-01,3/29/1948,1,1947,1301,Vinson,384,1/14/1948,,369,,240,,1,69,,0,9,,25,,1,10,3,1,1,3,0,1,0,0,120010,12,2,0,4,,3,345,,78,87,1,7,2
1947-059,1947-059-01,1947-059-01-01,1947-059-01-01-01,3/29/1948,1,1947,1301,Vinson,3,3/27/1946,11/10/1947,117,,28,37,2,,,0,302,37,300,37,0,1,2,1,3,3,0,1,0,0,30010,3,2,0,2,,2,200,,79,78,1,6,3
1947-060,1947-060-01,1947-060-01-01,1947-060-01-01-01,3/29/1948,1,1947,1301,Vinson,337,12/19/1947,,171,,28,37,2,,,0,302,37,300,37,0,1,2,2,1,2,0,0,0,0,80110,8,2,0,2,,1,128,,79,87,1,6,3
1947-061,1947-061-01,1947-061-01-01,1947-061-01-01-01,3/29/1948,1,1947,1301,Vinson,485,2/12/1948,,100,,28,37,1,,,0,302,37,300,37,0,12,2,1,1,2,0,0,0,0,20040,2,1,0,2,,2,230,,84,87,1,5,4
1947-062,1947-062-01,1947-062-01-01,1947-062-01-01-01,4/5/1948,1,1947,1301,Vinson,270,2/13/1948,,254,,28,17,1,,,0,302,17,300,17,0,11,2,1,1,2,0,0,0,0,40010,4,1,0,3,2,2,230,,81,87,1,6,3
1947-063,1947-063-01,1947-063-01-01,1947-063-01-01-01,4/5/1948,1,1947,1301,Vinson,448,2/11/1948,,166,,166,,4,,,0,105,42,30,,0,1,,2,1,10,0,0,0,0,20150,2,2,0,4,,6,600,40 Stat. 606,81,87,1,6,3
1947-064,1947-064-01,1947-064-01-01,1947-064-01-01-01,4/5/1948,1,1947,1301,Vinson,227,12/17/1947,,369,,240,,1,,,0,9,,28,,0,4,6,1,1,4,0,1,0,0,90460,9,2,0,7,,5,507,,82,87,1,9,0
1947-065,1947-065-01,1947-065-01-01,1947-065-01-01-01,4/19/1948,1,1947,1301,Vinson,157,12/10/1947,,28,26,27,,1,,,0,80,26,21,,0,7,6,2,1,2,0,0,0,0,120030,12,2,0,4,,6,600,31 U.S.C. § 191,85,87,1,5,4
1947-066,1947-066-01,1947-066-01-01,1947-066-01-01-01,4/19/1948,1,1947,1301,Vinson,398,2/12/1948,,100,,28,17,1,,,0,302,17,300,17,0,11,2,1,1,2,0,0,0,0,10120,1,1,0,2,,2,214,,86,87,1,5,4
1947-067,1947-067-01,1947-067-01-01,1947-067-01-01-01,4/26/1948,1,1947,1301,Vinson,23,10/20/1947,,357,,120,,1,57,,0,27,,27,,1,12,8,1,1,4,0,1,0,0,40010,4,2,0,4,5,3,337,,78,87,1,6,1
